变动日期,变动后流通A股(股),code
2016-03-30,7.34亿,000571
2015-06-30,7.36亿,000571
2018-12-31,16.42亿,000572
2020-08-11,6.32亿,000573
2020-05-12,6.33亿,000573
2020-04-24,6.36亿,000573
2020-04-21,6.29亿,000573
2019-04-30,6.27亿,000573
2019-04-25,6.22亿,000573
2020-06-30,4.28亿,000576
2018-12-31,4.34亿,000576
2018-07-19,4.36亿,000576
2018-07-18,4.35亿,000576
2017-12-31,4.34亿,000576
2015-12-31,2.50亿,000576
2015-06-30,2.56亿,000576
2020-06-30,8.36亿,000581
2015-09-15,8.48亿,000581
2020-03-18,12.67亿,000582
2019-12-30,5.96亿,000582
2019-12-20,3.48亿,000582
2019-12-12,3.56亿,000582
2018-12-31,2.63亿,000582
2016-12-31,2.02亿,000582
2016-06-30,2.64亿,000582
2015-06-30,1.42亿,000582
2020-08-17,5.98亿,000584
2018-06-30,6.11亿,000584
2017-12-31,6.09亿,000585
2018-01-10,12.13亿,000587
2017-07-13,11.52亿,000587
2016-12-12,5.76亿,000587
2016-12-08,5.57亿,000587
2020-02-11,7.75亿,000589
2015-06-30,7.45亿,000589
2015-04-07,4.89亿,000589
2020-05-27,2.39亿,000590
2019-06-30,2.23亿,000590
2019-06-30,20.37亿,000591
2017-06-28,18.49亿,000591
2017-06-27,10.44亿,000591
2017-04-10,4.74亿,000591
2017-03-20,3.89亿,000591
2017-03-09,2.75亿,000591
2017-03-08,2.41亿,000591
2016-03-10,2.75亿,000591
2020-06-30,19.14亿,000592
2018-09-13,19.13亿,000592
2016-12-22,16.76亿,000592
2016-05-26,8.38亿,000592
2015-06-24,8.37亿,000592
2020-06-30,3.58亿,000593
2017-12-31,2.80亿,000593
2017-01-17,2.23亿,000593
2020-06-30,7.52亿,000595
2018-07-27,7.54亿,000595
2018-07-25,7.45亿,000595
2018-03-09,4.95亿,000595
2016-12-13,2.48亿,000595
2016-06-30,2.17亿,000595
2017-06-30,3.84亿,000596
2020-08-12,12.50亿,000597
2020-05-12,8.39亿,000597
2020-02-10,8.45亿,000597
2020-01-06,8.17亿,000597
2019-06-30,5.48亿,000597
2019-05-17,4.73亿,000597
2017-06-30,4.39亿,000597
2015-07-17,3.32亿,000597
2015-04-08,3.31亿,000597
2015-07-08,29.86亿,000598
2020-07-03,7.68亿,000599
2019-01-31,6.75亿,000599
2018-11-15,6.28亿,000599
2015-11-17,5.25亿,000599
2015-12-31,10.90亿,000600
2020-06-30,10.80亿,000601
2016-03-09,9.94亿,000601
2019-12-31,5.79亿,000603
2019-08-08,5.87亿,000603
2018-12-31,4.63亿,000603
2018-06-30,3.93亿,000603
2018-01-03,4.11亿,000603
2017-06-30,4.09亿,000603
2015-12-31,3.87亿,000603
2015-06-30,4.41亿,000603
2015-03-13,4.39亿,000603
2020-06-30,3.36亿,000605
2020-02-28,3.53亿,000605
2018-07-11,2.73亿,000605
2017-12-31,1.95亿,000605
2017-06-30,1.23亿,000605
2017-02-07,1.18亿,000605
2020-06-30,7.07亿,000606
2019-05-24,5.60亿,000606
2019-05-23,5.19亿,000606
2018-07-23,5.46亿,000606
2018-07-20,5.04亿,000606
2017-06-30,4.72亿,000606
2016-12-31,4.68亿,000606
2016-07-28,4.69亿,000606
2015-12-25,4.03亿,000606
2019-12-31,8.85亿,000607
2017-12-31,4.87亿,000607
2015-06-30,4.88亿,000607
2020-06-30,7.50亿,000608
2019-12-31,2.92亿,000609
2018-07-23,2.88亿,000609
2017-12-31,2.69亿,000609
2016-07-08,2.66亿,000609
2016-06-30,2.74亿,000609
2020-06-30,2.35亿,000610
2015-12-24,1.95亿,000610
2018-12-31,3.19亿,000611
2019-12-31,11.91亿,000612
2019-06-30,11.89亿,000612
2018-12-31,11.90亿,000612
2018-06-30,11.89亿,000612
2018-05-11,11.90亿,000612
2018-05-08,9.99亿,000612
2017-03-15,10.01亿,000612
2017-03-14,9.92亿,000612
2016-12-31,9.91亿,000612
2016-09-14,9.90亿,000612
2016-08-05,9.69亿,000612
2016-03-15,9.71亿,000612
2015-06-30,9.58亿,000612
2019-12-31,2.66亿,000613
2015-09-01,2.61亿,000613
2020-08-27,7.74亿,000615
2020-06-30,7.72亿,000615
2020-06-08,7.73亿,000615
2020-06-05,7.45亿,000615
2019-12-31,7.47亿,000615
2019-10-29,7.49亿,000615
2019-10-25,6.44亿,000615
2018-11-27,6.43亿,000615
2018-10-29,6.46亿,000615
2018-08-09,3.54亿,000615
2016-06-30,1.77亿,000615
2015-10-29,2.12亿,000615
2018-12-31,14.30亿,000616
2020-07-23,126.42亿,000617
2020-07-09,28.63亿,000617
2020-01-16,20.45亿,000617
2018-01-16,2.88亿,000617
2017-01-13,1.15亿,000617
2020-06-30,18.96亿,000620
2019-12-31,18.97亿,000620
2018-04-02,18.37亿,000620
2015-04-02,15.98亿,000620
2016-02-15,4.25亿,000622
2015-12-31,2.83亿,000622
2020-06-30,11.42亿,000623
2019-08-23,11.19亿,000623
2018-08-22,10.96亿,000623
2017-09-26,10.95亿,000623
2017-09-25,10.72亿,000623
2016-12-31,8.25亿,000623
2015-12-31,8.07亿,000623
2019-10-16,39.01亿,000625
2016-11-15,37.61亿,000625
2016-10-13,33.88亿,000625
2019-07-03,4.64亿,000626
2019-04-08,4.05亿,000626
2016-06-27,2.02亿,000626
2020-06-30,44.63亿,000627
2019-06-30,43.03亿,000627
2019-02-18,49.41亿,000627
2018-12-31,20.35亿,000627
2018-10-31,13.54亿,000627
2020-06-30,1.88亿,000628
2020-06-30,74.64亿,000629
2020-04-16,47.67亿,000629
2020-06-30,105.26亿,000630
2020-01-17,95.61亿,000630
2017-06-30,95.60亿,000630
2015-09-24,71.08亿,000630
2015-06-30,28.43亿,000630
2015-05-27,14.22亿,000630
2017-06-07,24.33亿,000631
2016-06-03,21.66亿,000631
2015-04-30,14.64亿,000631
2019-12-31,4.65亿,000632
2019-06-30,3.85亿,000633
2015-12-31,3.32亿,000633
2015-04-21,3.03亿,000635
2020-01-23,8.95亿,000636
2018-01-10,8.75亿,000636
2018-01-02,8.69亿,000636
2017-06-30,8.13亿,000636
2016-12-22,7.50亿,000636
2015-12-29,6.71亿,000636
2020-06-30,3.66亿,000637
2020-06-30,10.75亿,000639
2019-12-31,10.76亿,000639
2019-07-09,7.69亿,000639
2019-02-13,7.71亿,000639
2018-12-31,5.27亿,000639
2018-07-10,3.77亿,000639
2018-06-30,3.75亿,000639
2018-02-12,3.76亿,000639
2016-02-04,3.77亿,000639
2018-12-31,11.80亿,000650
2015-12-31,12.38亿,000650
2020-04-13,59.70亿,000651
2018-12-31,59.71亿,000651
2018-06-30,59.70亿,000651
2016-12-31,59.71亿,000651
2016-06-30,59.72亿,000651
2015-07-03,59.73亿,000651
2015-06-30,29.86亿,000651
2015-06-25,29.87亿,000651
2020-06-30,14.74亿,000652
2018-02-07,14.69亿,000652
2017-08-24,14.66亿,000652
2020-07-29,52.87亿,000656
2020-07-21,52.46亿,000656
2019-12-31,52.48亿,000656
2019-06-30,52.47亿,000656
2018-12-31,52.42亿,000656
2018-12-10,52.64亿,000656
2018-12-06,52.21亿,000656
2018-06-30,52.22亿,000656
2017-12-31,52.16亿,000656
2017-12-19,52.34亿,000656
2017-12-14,51.88亿,000656
2017-12-05,51.90亿,000656
2017-10-31,41.70亿,000656
2017-06-30,41.75亿,000656
2016-12-31,36.74亿,000656
2016-12-19,36.60亿,000656
2016-12-15,36.68亿,000656
2016-12-14,36.24亿,000656
2016-06-30,37.74亿,000656
2016-06-01,37.78亿,000656
2015-12-31,36.49亿,000656
2015-12-22,29.89亿,000656
2015-06-30,29.84亿,000656
2015-04-29,29.78亿,000656
2015-04-13,9.93亿,000656
2015-04-10,9.19亿,000656
2020-07-16,7.74亿,000657
2018-10-25,4.54亿,000657
2018-07-02,3.44亿,000657
2015-01-29,2.46亿,000657
2020-06-30,3.40亿,000661
2020-06-03,1.70亿,000661
2016-04-27,1.31亿,000661
2019-06-30,10.93亿,000662
2018-12-31,3.74亿,000662
2018-06-08,2.88亿,000662
2020-06-30,2.91亿,000663
2020-05-12,2.59亿,000663
2019-12-31,2.54亿,000663
2019-05-17,2.55亿,000663
2019-03-20,2.59亿,000663
2019-03-19,2.27亿,000663
2018-10-26,2.23亿,000663
2018-06-30,1.92亿,000663
2017-12-31,1.97亿,000663
2017-11-02,2.16亿,000663
2016-11-11,1.89亿,000663
2016-10-19,1.70亿,000663
2020-06-30,9.82亿,000665
2019-12-31,9.63亿,000665
2019-06-28,6.88亿,000665
2019-03-29,6.81亿,000665
2019-02-01,6.36亿,000665
2017-12-31,4.61亿,000665
2016-01-11,2.62亿,000665
2015-11-09,2.11亿,000665
2015-06-30,1.90亿,000665
2020-06-30,2.93亿,000666
2016-06-30,2.94亿,000666
2015-12-31,2.93亿,000666
2019-08-01,24.47亿,000667
2016-12-31,25.40亿,000667
2015-12-31,25.60亿,000667
2015-06-30,1.47亿,000668
2019-12-31,6.80亿,000669
2019-06-30,6.66亿,000669
2018-06-12,6.70亿,000669
2016-06-30,4.79亿,000669
2016-01-13,3.96亿,000669
2015-12-31,3.98亿,000669
2015-12-10,2.23亿,000669
2015-01-13,2.29亿,000669
2020-09-24,40.36亿,000671
2020-06-30,40.11亿,000671
2020-06-05,40.16亿,000671
2020-03-31,40.15亿,000671
2020-01-09,40.05亿,000671
2020-01-06,40.04亿,000671
2019-11-12,39.73亿,000671
2019-01-02,39.72亿,000671
2018-06-30,32.41亿,000671
2017-12-31,32.48亿,000671
2017-06-30,32.46亿,000671
2016-12-31,32.47亿,000671
2016-06-30,32.43亿,000671
2016-05-20,32.65亿,000671
2015-12-31,32.32亿,000671
2015-11-10,32.08亿,000671
2015-11-07,26.37亿,000671
2015-09-21,26.18亿,000671
2015-09-15,10.47亿,000671
2015-06-30,10.39亿,000671
2015-06-12,10.46亿,000671
2019-12-31,8.14亿,000672
2015-12-31,2.15亿,000672
2015-08-03,2.11亿,000672
2019-06-30,7.90亿,000673
2018-12-31,7.87亿,000673
2018-06-30,4.17亿,000673
2017-09-28,4.15亿,000673
2016-04-19,2.08亿,000673
2020-08-17,10.21亿,000676
2020-08-14,10.08亿,000676
2020-06-01,10.09亿,000676
2020-05-29,9.90亿,000676
2020-05-22,10.09亿,000676
2020-05-14,6.62亿,000676
2019-12-31,6.59亿,000676
2019-09-18,6.54亿,000676
2019-06-30,5.03亿,000676
2019-05-28,5.07亿,000676
2019-05-24,3.16亿,000676
2018-06-30,3.17亿,000676
2018-05-24,3.19亿,000676
2017-05-22,3.16亿,000676
2017-05-19,3.14亿,000676
2016-05-17,2.51亿,000676
2016-04-29,3.14亿,000676
2017-12-31,8.64亿,000677
2019-07-25,4.60亿,000678
2016-07-22,4.29亿,000678
2016-02-05,3.01亿,000678
2020-06-30,3.56亿,000679
2020-06-30,10.57亿,000680
2016-06-30,9.55亿,000680
2020-06-30,6.64亿,000681
2019-09-18,6.61亿,000681
2019-09-17,3.10亿,000681
2018-08-01,2.80亿,000681
2017-06-23,1.97亿,000681
2018-12-31,9.78亿,000682
2020-06-30,35.54亿,000683
2020-04-28,35.55亿,000683
2019-11-26,35.63亿,000683
2019-11-25,35.39亿,000683
2019-11-15,35.38亿,000683
2019-06-03,28.03亿,000683
2019-04-23,28.55亿,000683
2018-12-04,28.59亿,000683
2018-11-30,28.33亿,000683
2017-10-10,20.93亿,000683
2016-12-31,19.10亿,000683
2016-09-28,20.93亿,000683
2016-01-27,11.63亿,000683
2015-09-22,9.34亿,000683
2015-06-30,7.68亿,000683
2018-06-30,12.53亿,000685
2016-12-13,10.71亿,000685
2016-11-25,9.98亿,000685
2016-06-30,9.97亿,000685
2015-06-30,5.54亿,000685
2017-09-04,23.40亿,000686
2016-04-22,20.90亿,000686
2016-04-15,17.49亿,000686
2019-12-31,7.53亿,000687
2018-09-13,5.28亿,000687
2017-12-31,5.29亿,000687
2017-09-15,5.31亿,000687
2015-12-31,5.32亿,000687
2016-12-31,11.37亿,000688
2016-05-24,4.02亿,000688
2016-05-16,2.96亿,000688
2020-06-30,20.84亿,000690
2019-05-07,20.39亿,000690
2017-04-25,16.35亿,000690
2016-04-25,17.18亿,000690
2015-06-30,17.11亿,000690
2020-06-30,5.33亿,000692
2020-06-30,5.77亿,000697
2019-12-31,5.66亿,000697
2019-11-12,4.54亿,000697
2015-06-30,4.31亿,000697
2015-05-18,5.60亿,000697
2015-05-06,3.88亿,000697
2015-04-13,3.34亿,000697
2020-06-30,7.86亿,000698
2018-11-20,6.27亿,000698
2015-12-31,4.32亿,000698
2015-06-30,6.27亿,000698
2020-08-13,8.07亿,000700
2020-02-10,8.01亿,000700
2019-09-30,7.17亿,000700
2018-03-30,6.97亿,000700
2016-02-19,3.49亿,000700
2015-02-10,3.09亿,000700
2020-09-15,4.06亿,000701
2019-02-27,4.07亿,000701
2017-04-06,3.78亿,000701
2017-02-27,3.57亿,000701
2016-02-25,2.90亿,000701
2016-12-31,2.67亿,000702
2020-06-30,33.15亿,000703
2020-06-24,33.23亿,000703
2020-06-09,33.08亿,000703
2020-02-28,25.45亿,000703
2020-02-27,23.31亿,000703
2019-12-31,22.81亿,000703
2019-09-06,22.83亿,000703
2019-09-04,22.79亿,000703
2019-06-30,22.78亿,000703
2019-06-27,22.84亿,000703
2019-06-26,22.73亿,000703
2019-02-22,22.74亿,000703
2018-11-06,20.76亿,000703
2018-09-11,20.79亿,000703
2018-06-30,20.75亿,000703
2018-06-22,20.78亿,000703
2018-06-20,20.62亿,000703
2018-05-18,14.73亿,000703
2017-10-25,11.56亿,000703
2017-09-18,11.57亿,000703
2017-06-27,11.54亿,000703
2018-06-30,2.82亿,000705
2015-06-30,2.73亿,000705
2015-12-31,4.64亿,000707
2020-09-21,12.59亿,000708
2020-04-30,7.64亿,000708
2019-09-18,4.49亿,000708
2018-12-31,106.17亿,000709
2015-02-09,82.09亿,000709
2015-01-20,69.43亿,000709
2015-01-17,50.89亿,000709
2020-06-30,1.42亿,000710
2019-11-21,2.31亿,000710
2019-08-14,1.51亿,000710
2019-06-30,6209.37万,000710
2017-12-31,6219.80万,000710
2017-08-10,1.51亿,000710
2020-06-30,7.68亿,000711
2020-03-19,7.40亿,000711
2019-12-31,7.33亿,000711
2019-11-25,7.83亿,000711
2019-11-22,4.06亿,000711
2018-10-18,4.04亿,000711
2018-05-28,4.05亿,000711
2017-11-16,3.37亿,000711
2017-10-19,3.22亿,000711
2016-11-15,1.61亿,000711
2018-12-31,7.96亿,000712
2018-06-30,8.95亿,000712
2016-12-31,8.96亿,000712
2016-06-30,8.30亿,000712
2015-12-31,8.46亿,000712
2015-08-27,5.60亿,000712
2019-12-04,3.89亿,000713
2019-01-24,2.99亿,000713
2020-06-30,4.15亿,000715
2019-09-21,2.79亿,000715
2020-09-30,6.78亿,000716
2020-09-10,6.62亿,000716
2019-12-31,6.65亿,000716
2019-08-21,6.24亿,000716
2019-08-14,6.32亿,000716
2019-06-20,6.21亿,000716
2019-06-17,6.20亿,000716
2019-01-24,5.91亿,000716
2018-06-30,5.81亿,000716
2018-06-29,5.88亿,000716
2018-01-16,5.81亿,000716
2017-11-02,5.41亿,000716
2016-07-01,5.84亿,000716
2016-06-24,4.48亿,000716
2016-06-17,2.24亿,000716
2016-04-19,2.22亿,000716
2015-11-12,1.76亿,000716
2015-10-16,1.70亿,000716
2015-06-30,1.71亿,000716
2018-12-31,24.20亿,000717
2015-12-31,16.70亿,000717
2019-12-31,22.89亿,000718
2017-01-09,19.11亿,000718
2016-06-30,19.10亿,000718
2015-07-10,14.70亿,000718
2016-06-03,6.67亿,000719
2015-11-03,5.13亿,000719
2015-10-16,4.65亿,000719
2020-06-30,8.63亿,000720
2020-06-30,4.36亿,000721
2016-09-27,4.35亿,000721
2015-12-31,4.36亿,000721
2017-12-31,4.64亿,000722
2020-09-21,37.74亿,000723
2019-09-27,37.76亿,000723
2019-09-18,37.59亿,000723
2019-09-17,10.81亿,000723
2017-09-27,9.30亿,000723
2017-02-17,5.17亿,000723
2017-02-16,1.95亿,000723
2020-06-30,338.59亿,000725
2019-12-31,338.61亿,000725
2019-06-30,338.60亿,000725
2017-04-10,339.49亿,000725
2016-12-31,240.29亿,000725
2016-01-11,240.28亿,000725
2016-01-08,233.53亿,000725
2015-08-18,233.54亿,000725
2015-04-15,233.53亿,000725
2015-04-10,115.06亿,000725
2020-03-31,5.61亿,000726
2019-06-30,29.31亿,000727
2018-04-13,24.42亿,000727
2016-06-08,12.21亿,000727
2016-06-07,12.20亿,000727
2016-01-29,3.58亿,000727
2020-06-30,29.46亿,000728
2020-06-30,25.09亿,000729
2015-03-31,25.00亿,000729
2015-12-31,5.91亿,000731
2020-06-30,24.86亿,000732
2019-06-30,12.43亿,000732
2016-09-28,10.16亿,000732
2020-01-08,5.15亿,000733
2018-12-25,4.69亿,000733
2015-04-22,4.29亿,000733
2019-06-30,11.51亿,000735
2019-04-12,10.60亿,000735
2016-12-31,8.80亿,000735
2016-06-30,8.79亿,000735
2020-06-18,6.95亿,000736
2019-06-27,5.35亿,000736
2018-06-22,4.46亿,000736
2016-09-02,2.97亿,000736
2015-05-22,1.39亿,000736
2016-12-31,5.49亿,000737
2020-06-30,11.46亿,000738
2017-12-31,11.47亿,000739
2016-01-11,10.60亿,000739
2020-06-30,54.45亿,000750
2020-01-14,42.16亿,000750
2016-05-31,34.66亿,000750
2015-12-31,23.10亿,000750
2015-07-27,20.18亿,000750
2020-06-30,14.10亿,000751
2018-12-31,2.64亿,000752
2020-01-06,9.91亿,000753
2017-10-23,8.84亿,000753
2017-01-05,8.19亿,000753
2015-05-07,6.99亿,000753
2017-12-31,4.69亿,000755
2018-07-27,3.99亿,000756
2017-10-12,3.07亿,000756
2020-01-15,4.52亿,000757
2016-12-31,3.66亿,000757
2016-03-18,3.64亿,000757
2015-06-30,3.13亿,000757
2020-06-30,19.69亿,000758
2016-06-17,18.03亿,000758
2016-06-08,9.01亿,000758
2020-06-30,6.81亿,000759
2020-06-30,34.75亿,000761
2018-03-02,27.36亿,000761
2019-04-08,5.21亿,000762
2017-12-31,4.76亿,000762
2020-06-30,7.07亿,000766
2019-08-06,6.18亿,000766
2019-04-22,5.88亿,000766
2018-06-13,5.73亿,000766
2016-02-24,4.49亿,000766
2020-06-30,29.12亿,000767
2017-12-31,22.54亿,000767
2020-06-30,27.69亿,000768
2016-06-30,26.54亿,000768
2015-08-10,24.78亿,000768
2015-03-11,23.40亿,000768
2015-04-20,59.19亿,000776
2017-06-30,3.83亿,000777
2020-06-30,38.85亿,000778
2019-12-31,39.21亿,000778
2018-04-19,36.43亿,000778
2015-06-30,36.42亿,000778
2020-09-23,1.75亿,000779
2019-12-09,1.76亿,000779
2019-01-16,1.86亿,000779
2020-06-30,4.46亿,000782
2017-10-31,4.45亿,000782
2017-10-18,3.90亿,000782
2017-10-16,3.21亿,000782
2016-06-30,4.03亿,000782
2020-06-30,55.30亿,000783
2020-05-26,55.29亿,000783
2016-08-01,47.42亿,000783
2020-06-30,2.51亿,000785
2019-12-19,1.47亿,000785
2019-11-15,16.90亿,000786
2018-06-20,14.14亿,000786
2016-12-31,13.78亿,000786
2015-10-10,11.50亿,000786
2018-12-31,5.96亿,000788
2018-06-07,5.72亿,000788
2017-12-31,5.59亿,000788
2019-05-29,7.97亿,000789
2015-05-21,6.13亿,000789
2020-06-30,6.16亿,000790
2019-04-27,5.60亿,000790
2018-03-31,4.31亿,000790
2017-12-31,4.30亿,000790
2017-06-30,4.31亿,000790
2016-06-30,4.30亿,000790
2015-12-31,4.28亿,000790
2015-05-20,3.82亿,000790
2020-06-30,13.60亿,000791
2018-12-31,9.71亿,000791
2016-12-31,7.22亿,000791
2015-09-25,1.89亿,000791
2015-09-22,1.15亿,000791
2019-12-05,19.43亿,000793
2019-01-02,19.39亿,000793
2018-12-14,19.20亿,000793
2018-11-23,19.18亿,000793
2018-05-25,19.21亿,000793
2018-01-25,18.92亿,000793
2017-12-29,18.73亿,000793
2017-12-11,18.65亿,000793
2017-09-22,18.42亿,000793
2017-04-12,18.30亿,000793
2016-06-30,18.27亿,000793
2016-01-27,17.53亿,000793
2016-01-20,17.43亿,000793
2016-01-18,16.97亿,000793
2015-11-25,16.74亿,000793
2020-06-30,11.31亿,000795
2019-06-28,8.86亿,000795
2018-08-29,6.86亿,000795
2016-06-30,6.53亿,000795
2016-05-05,3.26亿,000795
2015-09-15,2.77亿,000795
2020-06-30,8.03亿,000796
2019-12-31,8.02亿,000796
2019-06-30,8.03亿,000796
2018-11-13,2.46亿,000796
2015-11-12,2.47亿,000796
2020-09-29,15.63亿,000797
2019-12-23,15.62亿,000797
2019-12-18,15.59亿,000797
2019-03-19,12.99亿,000797
2018-07-23,10.00亿,000797
2017-12-31,8.56亿,000797
2016-06-30,4.28亿,000797
2016-02-05,3.34亿,000797
2019-06-30,3.19亿,000798
2018-01-10,3.25亿,000799
2020-04-07,7.65亿,000800
2017-06-30,14.12亿,000800
2016-06-14,10.23亿,000801
2016-04-20,5.11亿,000801
2015-12-31,4.60亿,000801
2020-06-30,7.11亿,000802
2019-04-11,6.20亿,000802
2019-04-09,3.87亿,000802
2018-12-31,3.88亿,000802
2018-11-26,3.86亿,000802
2018-06-30,3.85亿,000802
2017-11-08,3.86亿,000802
2017-11-03,3.80亿,000802
2016-11-25,3.79亿,000802
2016-08-11,3.78亿,000802
2016-04-01,3.79亿,000802
2016-03-14,3.77亿,000802
2016-03-11,3.75亿,000802
2020-09-02,1.28亿,000803
2017-05-24,9769.36万,000803
2016-06-30,9769.25万,000803
2015-07-07,9769.28万,000803
2020-06-30,6.99亿,000806
2019-12-31,6.98亿,000806
2020-06-30,26.07亿,000807
2019-11-21,24.30亿,000807
2018-06-08,22.53亿,000807
2017-11-17,17.22亿,000807
2016-06-07,15.39亿,000807
2015-10-20,8.25亿,000809
2015-04-03,5.50亿,000809
2020-09-02,10.14亿,000810
2020-08-24,10.12亿,000810
2020-04-30,9.90亿,000810
2019-12-31,9.82亿,000810
2019-09-03,9.73亿,000810
2019-07-30,9.71亿,000810
2018-10-24,9.70亿,000810
2018-10-09,9.60亿,000810
2017-11-07,4.72亿,000810
2017-10-09,4.79亿,000810
2017-09-28,4.14亿,000810
2017-06-30,4.15亿,000810
2016-12-31,4.08亿,000810
2016-09-27,3.92亿,000810
2016-02-26,4.29亿,000810
2016-02-25,3.92亿,000810
2015-04-27,2.59亿,000810
2020-06-30,7.46亿,000811
2019-09-30,7.26亿,000811
2019-09-18,7.22亿,000811
2019-06-30,6.53亿,000811
2018-10-15,6.05亿,000811
2017-06-30,4.03亿,000811
2016-06-30,3.95亿,000811
2019-06-30,6.70亿,000812
2018-06-30,6.69亿,000812
2018-05-03,4.46亿,000812
2020-06-30,22.41亿,000813
2019-11-19,20.14亿,000813
2019-11-18,10.81亿,000813
2017-10-19,9.68亿,000813
2017-10-17,5.89亿,000813
2017-05-18,3.92亿,000813
2016-11-04,2.88亿,000813
2016-10-10,3.63亿,000813
2019-06-26,6.95亿,000815
2017-06-30,3.17亿,000815
2020-07-17,13.36亿,000816
2020-06-30,6.77亿,000818
2019-12-31,6.76亿,000818
2019-10-28,6.78亿,000818
2019-10-25,6.71亿,000818
2018-12-31,6.70亿,000818
2018-10-17,6.88亿,000818
2018-08-10,6.90亿,000818
2017-09-30,6.89亿,000818
2017-06-30,6.88亿,000818
2017-06-06,6.89亿,000818
2020-06-12,2.99亿,000819
2020-06-04,2.85亿,000819
2017-06-06,2.71亿,000819
2017-05-26,2.58亿,000819
2016-06-15,2.46亿,000819
2015-06-04,2.34亿,000819
2020-06-30,2.88亿,000820
2017-06-30,2.21亿,000820
2020-06-30,4.57亿,000821
2020-03-10,4.52亿,000821
2019-05-22,4.11亿,000821
2019-03-12,4.62亿,000821
2019-03-11,4.12亿,000821
2018-07-02,4.11亿,000821
2018-06-28,3.45亿,000821
2016-12-31,8.95亿,000822
2016-06-30,5.37亿,000823
2020-06-30,56.96亿,000825
2017-12-31,20.80亿,000825
2015-12-31,56.96亿,000825
2020-08-18,14.26亿,000826
2020-08-14,11.92亿,000826
2019-12-25,11.91亿,000826
2019-12-18,11.95亿,000826
2019-06-30,11.90亿,000826
2018-12-31,11.86亿,000826
2018-06-30,11.88亿,000826
2018-05-23,8.48亿,000826
2017-08-17,8.47亿,000826
2015-10-30,8.42亿,000826
2016-12-31,10.40亿,000828
2020-06-30,9.29亿,000829
2020-03-19,9.30亿,000829
2018-06-30,9.53亿,000829
2018-05-10,9.54亿,000829
2018-04-20,9.50亿,000829
2017-04-11,9.47亿,000829
2020-06-30,14.64亿,000830
2020-06-30,9.81亿,000831
2015-12-31,7.46亿,000831
2015-05-06,7.45亿,000831
2015-05-05,7.44亿,000831
2019-12-31,3.78亿,000833
2015-12-31,2.96亿,000833
2016-03-08,3.03亿,000835
2019-12-31,12.08亿,000836
2017-12-31,11.83亿,000836
2016-03-11,8.77亿,000836
2015-12-31,2.92亿,000836
2020-06-30,6.93亿,000837
2020-04-07,5.83亿,000837
2017-06-30,4.81亿,000837
2015-10-09,4.82亿,000837
2015-09-29,4.10亿,000837
2015-09-14,2.56亿,000837
2020-06-30,8.46亿,000838
2019-10-24,6.32亿,000838
2017-01-04,6.33亿,000838
2016-06-30,6.32亿,000838
2016-03-08,6.33亿,000838
2015-09-28,1.81亿,000838
2019-12-31,39.20亿,000839
2016-07-29,39.19亿,000839
2020-06-30,10.76亿,000848
2020-04-22,9.78亿,000848
2016-05-11,7.52亿,000848
2015-05-19,5.02亿,000848
2018-12-31,9.43亿,000850
2020-09-04,8.71亿,000851
2019-12-19,8.59亿,000851
2018-12-31,8.57亿,000851
2018-12-20,8.38亿,000851
2018-11-27,8.35亿,000851
2018-06-30,8.28亿,000851
2018-04-24,5.91亿,000851
2018-01-16,5.78亿,000851
2017-11-13,5.74亿,000851
2017-11-10,5.19亿,000851
2017-02-16,5.20亿,000851
2017-02-14,5.19亿,000851
2016-06-30,5.17亿,000851
2016-05-26,4.88亿,000851
2015-06-30,4.85亿,000851
2019-07-18,7.78亿,000852
2016-07-05,5.98亿,000852
2016-06-13,4.60亿,000852
2015-12-31,4.00亿,000852
